subset_index,experiment_seed,perm_gen_seed,permutation_index,image_index,image_id,initial_dice,final_dice,iterations_used,reached_cutoff,commit_type,protocol,dice_cutoff,prompt_limit,context_size
0,23,23,0,0,27,4.280821790797473e-12,0.9192982316017152,1,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,0
0,23,23,0,1,153,0.9653505086898804,0.9653505086898804,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,1
0,23,23,0,2,7,0.9543587565422058,0.9543587565422058,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,2
0,23,23,0,3,100,0.9665722250938416,0.9665722250938416,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,3
0,23,23,0,4,283,0.9485346674919128,0.9485346674919128,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,4
0,23,23,0,5,59,0.9608994722366332,0.9608994722366332,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,5
0,23,23,0,6,51,0.963049054145813,0.963049054145813,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,6
0,23,23,0,7,262,0.9721564054489136,0.9721564054489136,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,7
0,23,23,0,8,89,0.9683353304862976,0.9683353304862976,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,8
0,23,23,0,9,245,0.9760696291923524,0.9760696291923524,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,9
0,23,23,0,10,297,0.9412112236022948,0.9412112236022948,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,10
0,23,23,0,11,24,0.9508558511734008,0.9508558511734008,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,11
0,23,23,0,12,181,0.969184637069702,0.969184637069702,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,12
0,23,23,0,13,210,0.9672446846961976,0.9672446846961976,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,13
0,23,23,0,14,72,0.9722084403038024,0.9722084403038024,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,14
0,23,23,0,15,202,0.974483609199524,0.974483609199524,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,15
0,23,23,0,16,280,0.948795199394226,0.948795199394226,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,16
0,23,23,0,17,67,0.963375449180603,0.963375449180603,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,17
0,23,23,0,18,242,0.9841169118881226,0.9841169118881226,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,18
0,23,23,0,19,249,0.952548325061798,0.952548325061798,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,19
0,23,24,1,0,27,4.280821790797473e-12,0.9192982316017152,1,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,0
0,23,24,1,1,153,0.9653505086898804,0.9653505086898804,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,1
0,23,24,1,2,7,0.9543587565422058,0.9543587565422058,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,2
0,23,24,1,3,280,0.9626920223236084,0.9626920223236084,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,3
0,23,24,1,4,242,0.976004958152771,0.976004958152771,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,4
0,23,24,1,5,67,0.9700954556465148,0.9700954556465148,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,5
0,23,24,1,6,283,0.945907473564148,0.945907473564148,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,6
0,23,24,1,7,72,0.9721880555152892,0.9721880555152892,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,7
0,23,24,1,8,245,0.9754335284233092,0.9754335284233092,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,8
0,23,24,1,9,262,0.9803345799446106,0.9803345799446106,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,9
0,23,24,1,10,24,0.9482333660125732,0.9482333660125732,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,10
0,23,24,1,11,59,0.96641606092453,0.96641606092453,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,11
0,23,24,1,12,181,0.9695807099342346,0.9695807099342346,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,12
0,23,24,1,13,89,0.9670879244804382,0.9670879244804382,0,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,13
